ISTASYON_NO,AD,ADRES,operator,brand,LATITUDE,LONGITUDE,side
ŞRJ/10909,"Otto Doğa Park, Pendik",Kurna Mahallesi Kurtdoğmuş Yolu Caddesi Pendik / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9551064943991,29.372688763294,Asia
ŞRJ/10832,Mozaik Çarşı AVM,Atatürk Mahallesi 3. Caddesi  No:5/1 /Mozaik Çarşı İş Merkezi Ataşehir / İSTANBUL,TUNÇMATİK ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,tunçmatik,40.9902015946762,29.135355072037,Asia
ŞRJ/2994,Üçay Mühendislik Anadolu Şube,Mecidiye Mahallesi Demokrasi Sokağı  No:261 /1 Sultanbeyli / İSTANBUL,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Elaris Elektrikli Araç Şarj Hizmetleri,40.9583929763425,29.2894309322536,Asia
ŞRJ/3469,Nuvo Dragos,Cevizli Mahallesi Tugay Yolu Sokağı  No:12 /C Maltepe / İSTANBUL,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Elaris Elektrikli Araç Şarj Hizmetleri,40.917238871598,29.1590057798379,Asia
ŞRJ/3470,Nuvo Dragos,Cevizli Mahallesi Tugay Yolu Sokağı  No:12 /D Maltepe / İSTANBUL,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Elaris Elektrikli Araç Şarj Hizmetleri,40.917238871598,29.1590057798379,Asia
ŞRJ/3680,Upcity,Uğur Mumcu Mahallesi Şeyh Şamil Sokağı  No:15 Kartal / İSTANBUL,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Elaris Elektrikli Araç Şarj Hizmetleri,40.9308938633836,29.2145322250895,Asia
ŞRJ/4013,Gensan,Girne Mahallesi Irmaklar Sokağı  No:72 /B:17 Maltepe / İSTANBUL,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Elaris Elektrikli Araç Şarj Hizmetleri,40.9432055173798,29.1318558157446,Asia
ŞRJ/3177,Bİ MOLA ÖMERLİ,Nişantepe Mahallesi Nişantepe Sokağı  Merkez Çekmeköy / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.0407356367509,29.2681711210317,Asia
ŞRJ/3178,Bİ MOLA REŞADİYE,Nişantepe Mahallesi Nişantepe Sokağı  Merkez Çekmeköy / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.0407356367509,29.2681711210317,Asia
ŞRJ/5898,ANADOLU AJANSI - İSTANBUL,Saray Mahallesi Sokullu Sokağı  No:1/1 Ümraniye / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.0129727729726,29.1016651844968,Asia
ŞRJ/5394,Yaşar Kemal Kültür Merkezi,Altayçeşme Mahallesi Kışlalı Caddesi  No:18 Maltepe / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,40.9310816648829,29.1306877259441,Asia
ŞRJ/3493,Petrol Ofisi - EMAAR AVM,Ünalan Mahallesi Libadiye Caddesi  No:82-F  Emaar Avm Üsküdar / İSTANBUL,PETROL OFİSİ ANONİM ŞİRKETİ,e-POwer,41.0025268090851,29.0712271887349,Asia
ŞRJ/3046,MİGROS ANADOLU HİSARI MMM,Göztepe Mahallesi Göztepe Sokağı  No:4 Beykoz / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.080755975924,29.0765586636517,Asia
ŞRJ/3047,MİGROS KARTAL SAHİL MMM,Kordonboyu Mahallesi Turgut Özal Caddesi  No:63 Kartal / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,40.8912742191822,29.1747384107929,Asia
ŞRJ/3048,MİGROS PENDİK AYDINLIYOLU MM,Doğu Mahallesi Dolayoba Caddesi  No:4 Pendik / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,40.8846731467679,29.2427325903256,Asia
ŞRJ/3049,MIGROS KURTKOY MMM,Yenişehir Mahallesi Mustafa Akyol Caddesi  No:9 Pendik / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,40.9291505839439,29.3064472565796,Asia
ŞRJ/3050,MACROCENTER ACARKENT,Acarlar Mahallesi 9. Caddesi  No:9 Beykoz / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.1186699343294,29.145067393067,Asia
ŞRJ/3147,MİGROS SOYAK MMM,Ünalan Mahallesi Libadiye Caddesi  No:84 Üsküdar / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.0004191419601,29.0728912044023,Asia
ŞRJ/5261,Turk Telekom Acibadem Genel Mudurluk,Acıbadem Mahallesi Acıbadem Cd Caddesi  No:150 Üsküdar / İSTANBUL,TT VENTURES PROJE GELİŞTİRME ANONİM ŞİRKETİ,E4 ŞARJ,41.0069206827996,29.0481072751807,Asia
ŞRJ/3810,ORMANKÖY ÇEKMEKÖY,Güngören Mahallesi Pelit Sokağı  No:No:13c 2.Etap Çekmeköy / İSTANBUL,GERSAN ŞARJ SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,G-Charge,41.0263767362206,29.2133306618539,Asia
ŞRJ/3811,TEKNOPARK İSTANBUL A.Ş.,Sanayai Mahallesi  No:9a Apt. No:1/9a Pendik / İSTANBUL,GERSAN ŞARJ SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,G-Charge,40.9078063509327,29.3171070480986,Asia
ŞRJ/4620,B-CHARGE - PARK ADANA,Merkez Mahallesi Çavuşbaşı Caddesi  No:98/A Çekmeköy / İSTANBUL,CHARGE LABORATORY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,B-CHARGE,41.0367012242566,29.174137370008,Asia
ŞRJ/13056,TEMA 2 2B-17,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13057,TEMA 2 2E-45,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13058,TEMA 2 2E-49,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13059,TEMA 2 2A-2,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13060,TEMA 2 2A-5,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13260,TEMA 2 1G-8,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13261,TEMA 2 1B-59,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13320,Zeplin Marmara 2 Evleri - C24,Kavaklı Mahallesi Ayasofya Caddesi  No:2/B  İhlas Marmara Evleri 2.kısım 3 Ada C24 Blok Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9835397686778,28.655784108558,Europe
ŞRJ/13321,Zeplin Marmara 2 Evleri - CC2,Kavaklı Mahallesi Yeşilyurt Caddesi  No:6/G  İhlas Marmara Evleri 2.kısım Cc2blok Ortak Mahal Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9863161841765,28.6561221789622,Europe
ŞRJ/13322,Zeplin Marmara 2 Evleri - D4,Kavaklı Mahallesi Yeşilyurt Caddesi  No:5  İhlas Marmara Evleri 2.kısım D4 Blok Ortak Mahal Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.985859479921,28.6585524720563,Europe
ŞRJ/13323,Zeplin Marmara 2 Evleri - D8,Kavaklı Mahallesi Yeşilyurt Caddesi  No:5  İhlas Marmara Evleri 2.kısım D8 Blok Ortak Mahal Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9859979167567,28.6596135395952,Europe
ŞRJ/13324,Zeplin Marmara 2 Evleri - D12,Kavaklı Mahallesi Yeşilyurt Caddesi  No:6/G  Hlas Marmara Evleri 2.kısım D12 Blok Ortak Mahal Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9879606667245,28.6572194270892,Europe
ŞRJ/13325,Zeplin Marmara 2 Evleri - D14,Kavaklı Mahallesi Yeşilyurt Caddesi  No:6/R  İhlas Marmara Evleri 2.kısım D14 Blok Ortak Mahal Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9863338656056,28.6550508853947,Europe
ŞRJ/13326,Zeplin Marmara 2 Evleri - D17,Kavaklı Mahallesi Ayasofya Caddesi  No:2/C  İhlas Marmara Evleri 2.kısım 3 Ada D17 Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9849120184045,28.6546362855957,Europe
ŞRJ/13327,Zeplin Marmara 2 Evleri - D22,Kavaklı Mahallesi Ayasofya Caddesi  No:2/C  İhlas Marmara Evleri 2.kısım 3.ada D22 Blok Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9837480249437,28.6544353240489,Europe
ŞRJ/13328,Zeplin Marmara 2 Evleri - D24,Kavaklı Mahallesi Ayasofya Caddesi  No:2/C  İhlas Marmara Evleri 2.kısım 3.ada D24 Blok Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.9831756117399,28.6541382229402,Europe
ŞRJ/4645,B-CHARGE - GÜNERLER OTOMOTİV,Fatih Sultan Mehmet Mahallesi Alemdağ Caddesi  No:193 Ümraniye / İSTANBUL,CHARGE LABORATORY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,B-CHARGE,41.0213176849631,29.1216002159154,Asia
ŞRJ/55,"Sabancı Üniversitesi, Tuzla",Orta Mahallesi Üniversite Caddesi  No:27 Tuzla / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.8923071385885,29.3720004983571,Asia
ŞRJ/57,"Tepe Nautilus, Kadıköy",Acıbadem Mahallesi Fatih Caddesi  No:1 Kadıköy / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.999945375123,29.032612282441,Asia
ŞRJ/62,"ASF Otomotiv, Kartal",Soğanlık Mahallesi Pamukkale Sokağı  No:2 Kartal / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9177764553053,29.1790919063458,Asia
ŞRJ/63,"Trend Oto, Ümraniye",Yukarıdudullu Mahallesi  No:22 Ümraniye / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.0158068952987,29.1563017949328,Asia
ŞRJ/65,"Kosifler Oto, Bostancı",İçerenköy Mahallesi Askent Sokağı  No:3b Ataşehir / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9612224007346,29.1150215584605,Asia
ŞRJ/67,"Kosifler Oto, Bostancı (2)",İçerenköy Mahallesi Askent Sokağı  No:3b Ataşehir / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9612224007346,29.1150215584605,Asia
ŞRJ/69,"CarrefourSA, Anadoluhisarı",Anadolu Hisarı Mahallesi Göksu Caddesi  No:1 Beykoz / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.0816473455025,29.0759816516381,Asia
ŞRJ/70,"Aytemiz, Kadıköy (2)",19 Mayıs Mahallesi İnönü Caddesi  No:101/1 Kadıköy / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9785524367351,29.096364765501,Asia
ŞRJ/1735,ŞARJON MERT MARİNE TUZLA,Evliya Çelebi Mahallesi Nazan Sokağı  No:12 Tuzla / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,40.8385504910957,29.2971836226384,Asia
ŞRJ/2099,ŞARJON SAY ELEKTROMEKANİK,Şerifali Mahallesi Mevdudi Sokağı  No:NO:9/OTOMAT Ümraniye / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,41.0024947566854,29.150303483518,Asia
ŞRJ/2375,ASTORŞARJ MESA CADDE ELEKTRİKLİ ARAÇ ŞARJ İSTASYONU,Feyzullah Mahallesi Bağdat Sokağı Maltepe / İSTANBUL,ASTOR ENERJİ ANONİM ŞİRKETİ,ASTOR,40.9278513910319,29.1292825189654,Asia
ŞRJ/2408,ASTORŞARJ Bİ'MOLA ÖMERLİ ELEKTRİKLİ ARAÇ ŞARJ İSTASYONU,Ömerli Mahallesi 34974 Sokağı Çekmeköy / İSTANBUL,ASTOR ENERJİ ANONİM ŞİRKETİ,ASTOR,41.0922272102421,29.3462543435365,Asia
ŞRJ/2430,ASTORŞARJ Bİ'MOLA REŞADİYE ELEKTRİKLİ ARAÇ ŞARJ İSTASYONU,Ömerli Mahallesi 34974 Sokağı Çekmeköy / İSTANBUL,ASTOR ENERJİ ANONİM ŞİRKETİ,ASTOR,41.0922272102421,29.3462543435365,Asia
ŞRJ/3781,Mana Çengelköy AC-1,Güzeltepe Mahallesi Taşbayır Caddesi Üsküdar / İSTANBUL,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,PLECO advertise.charge.,41.0469714561058,29.0654248630903,Asia
ŞRJ/3783,Mana Çengelköy AC-2,Güzeltepe Mahallesi Taşbayır Caddesi Üsküdar / İSTANBUL,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,PLECO advertise.charge.,41.0469714561058,29.0654248630903,Asia
ŞRJ/3784,Mana Çengelköy AC-3,Güzeltepe Mahallesi Taşbayır Caddesi Üsküdar / İSTANBUL,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,PLECO advertise.charge.,41.0469714561058,29.0654248630903,Asia
ŞRJ/7153,"Marriott Hotel, Pendik",Çamçeşme Mahallesi Tevfik İleri Caddesi  No:209 Pendik / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.8704831687579,29.2691852079165,Asia
ŞRJ/13329,Zeplin Marmara 2 Evleri - D28,Kavaklı Mahallesi Ayasofya Caddesi  No:2/M  İhlas Marmara Evleri 2.kısım 3.ada D28 Blok Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.98265440153,28.6557306570774,Europe
ŞRJ/13330,Otojet - Bizimevler Güzelce 1,Güzelce Mahallesi Geçit Caddesi  No:9/17 Büyükçekmece / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,41.0054740957054,28.5152879070127,Europe
ŞRJ/13331,Otojet - Bizimevler Güzelce 2,Güzelce Mahallesi Geçit Caddesi  No:9/19 Büyükçekmece / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,41.0057066367926,28.5135772624823,Europe
ŞRJ/13372,NAZ CITY HOTEL,Kocatepe Mahallesi Irmak Caddesi  No:44 - 46 Beyoğlu / İSTANBUL,BAŞARI GLOBAL SAVUNMA SANAYİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,AKTİF ŞARJ,41.0419212662865,28.9807514017717,Europe
ŞRJ/13376,ELEXİA,Ortabayır Mahallesi Harman Sokağı  No:7 Kağıthane / İSTANBUL,3 SM ŞARJ İSTASYONLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,ŞARJEN,41.0795201951814,29.0059637887685,Asia
ŞRJ/3267,DOĞUŞ DİJİTAL ENERJİ-DEMİRCAN RESTAURANT,Alibahadır Mahallesi Alibahadır Sokağı  No:25/1 Beykoz / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.1803446754828,29.1992704502176,Asia
ŞRJ/10198,TEMA 2 1F-29,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10201,TEMA 2 1G-15,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10203,TEMA 2 1F-23,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10205,TEMA 2 1G-5,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10207,TEMA 2 1G-2,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10210,TEMA 2 2F-57,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10212,TEMA 2 1G-6,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/10214,TEMA 2 1G-19,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/11034,TEMA 2 CLUB HOUSE,Atakent Mahallesi 243 Sokağı  No:1/60 A Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/11254,TEMA 2 DC 1,Atakent Mahallesi 243 Sokağı Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0564431639678,28.7700734706788,Europe
ŞRJ/11594,TEMA 2 DC 2,Atakent Mahallesi 243 Sokağı Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0564431639678,28.7700734706788,Europe
ŞRJ/11812,TERAS EVLER 1,Ayazağa Mahallesi Azerbaycan Caddesi Defne Sokağı  No:1 Sarıyer / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.1074503617518,28.9867072920303,Europe
ŞRJ/11813,TEMA 1 DC 1,Atakent Mahallesi 243 Sokağı  No:6 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.051032331846,28.7655713882924,Europe
ŞRJ/11815,TEMA 1 DC 2,Atakent Mahallesi 243 Sokağı  No:6 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.051032331846,28.7655713882924,Europe
ŞRJ/11995,TERAS EVLER 2,Ayazağa Mahallesi Azerbaycan Caddesi Defne Sokağı  No:1 Sarıyer / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.1074503617518,28.9867072920303,Europe
ŞRJ/12313,TEMA 2 1G 9,Atakent Mahallesi 243 Sokağı  No:1 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0568828584899,28.7640192800351,Europe
ŞRJ/12316,TEMA 2 2E 50,Atakent Mahallesi 243 Sokağı  No:1 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0568828584899,28.7640192800351,Europe
ŞRJ/13053,TEMA 2 1D-42,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13054,TEMA 2 2F-51,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/13055,TEMA 2 1E-34,Atakent Mahallesi 243 Sokağı  No:1/60 Küçükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0560779915003,28.7674120762723,Europe
ŞRJ/3270,DOĞUŞ DİJİTAL ENERJİ-KÖZ KANAT ATAŞEHİR,Küçükbakkalköy Mahallesi Ahmet Yesevi Sokak Sokağı  No:1/1 Ataşehir / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,40.9870648228871,29.110854887629,Asia
ŞRJ/3271,DOĞUŞ DİJİTAL ENERJİ-KÖZ KANAT KARTAL,Kordonboyu Mahallesi Meltem Sokağı  No:3/1 Kartal / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,40.8949019057633,29.1734857091965,Asia
ŞRJ/3272,DOĞUŞ DİJİTAL ENERJİ-CAFE FLORESTA,Orhantepe Mahallesi Turgut Özal Sokağı  No:5/1 Kartal / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,40.9069386609643,29.1395197216448,Asia
ŞRJ/3368,DOĞUŞ DİJİTAL ENERJİ - FUSHA ŞİLE,Balibey Mah Mahallesi Fener Sokak Sokağı Şile / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.1778384068933,29.6162090358615,Asia
ŞRJ/3370,DOĞUŞ DİJİTAL ENERJİ-ELİTE HOTEL DRAGOS,Sahrayıcedit Mahallesi Feritbey Sokağı  No:1-3 / 34  Bucak Merkez Maltepe / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,40.9793967162442,29.0823497115824,Asia
ŞRJ/3648,DOĞUŞ DİJİTAL ENERJİ- SAHAN KEBAP ATAŞEHİR,Barbaros Mahallesi Halk Sokağı  No:12-1 Ataşehir / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,40.998686151401,29.0953723118931,Asia
ŞRJ/15198,"Aytop, Sultanbeyli - DC-1",Battalgazı Mah Mahallesi Gulgonca Sk Sokağı Sultanbeyli / İSTANBUL,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,Otopriz,40.9859796950833,29.2741073621025,Asia
ŞRJ/2109,FERHATPAŞA LUKOİL,Ferhat Paşa Mahallesi 52. Sokağı Ataşehir / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,40.9889080929626,29.1895374350244,Asia
ŞRJ/2119,MEYDAN AVM,Fatih Sultan Mehmet Mahallesi Balkan Caddesi  No:62 Ümraniye / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0256724790321,29.1259046790893,Asia
ŞRJ/2281,VZX GARDEN CAR,Küçükbakkalköy Mahallesi Vedat Günyol Caddesi  No:20 Ataşehir / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9829983389275,29.1063375467098,Asia
